date,rating,text,thumbs_up,city,primary_theme,review_id
2025-05-12,2,Can never get a car when I actually need one. Wait times need serious improvement.,25,San Francisco,wait_times,235
2025-05-12,1,Had to cancel after waiting 18 minutes. No cars available apparently.,2,San Francisco,wait_times,236
2025-05-12,4,"The future is here and it's amazing. Clean car, no awkward conversation, perfect ride.",5,Phoenix,general_experience,237
2025-05-12,3,The availability is terrible during rush hour. Had to wait over 20 minutes twice. The app is clean and easy to use. Love being able to track the car in real-time.,5,Phoenix,wait_times,238
2025-05-12,1,UI is confusing for first-time users. My parents couldn't figure out how to book.,4,Phoenix,app_experience,239
2025-05-12,1,The holiday pricing was outrageous. Nearly double what I normally pay.,0,Phoenix,pricing,240
2025-05-12,5,Consistently smooth rides. The car navigates complex intersections with ease.,6,San Francisco,ride_smoothness,241
2025-05-12,5,The consistency is what I love most. Every ride is the same great quality.,8,San Francisco,general_experience,242
2025-05-12,5,Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,8,Phoenix,ride_smoothness,243
2025-05-13,5,Coverage in SF is excellent now. Can go almost anywhere in the city. The new Atlanta service area is great. Covers most of the places I need to go.,36,Phoenix,coverage_area,244
2025-05-13,3,"Love the ride but hate the wait. 20 minutes is not acceptable when I'm late. After 100+ rides, I can say this is the most reliable transportation option I have.",11,San Francisco,wait_times,245
2025-05-13,2,Can never get a car when I actually need one. Wait times need serious improvement.,11,Phoenix,wait_times,246
2025-05-13,3,Quick pickup even during evening rush. Really improving on availability.,13,Los Angeles,wait_times,247
2025-05-13,1,Can't use it for my daily commute because my office is outside the service area. Coverage in SF is excellent now. Can go almost anywhere in the city.,5,Phoenix,coverage_area,248
2025-05-13,2,Wish they would expand to the suburbs. I can only use it in the city center.,4,San Francisco,coverage_area,249
2025-05-13,2,The availability is terrible during rush hour. Had to wait over 20 minutes twice. The coverage map is confusing and the boundaries keep changing.,10,San Francisco,wait_times,250
2025-05-13,5,Pleasantly surprised by the quick pickup. Only waited 2 minutes. Really impressed by how smooth the driving is. My coffee didn't spill once!,5,Los Angeles,wait_times,251
2025-05-13,4,Pleasantly surprised by the quick pickup. Only waited 2 minutes. The coverage map is confusing and the boundaries keep changing.,8,Los Angeles,wait_times,252
2025-05-13,2,"The car brakes too hard sometimes, especially at yellow lights. Jerky stops. The availability is terrible during rush hour. Had to wait over 20 minutes twice.",6,Phoenix,ride_smoothness,253
2025-05-14,5,"Took my first ride today and was amazed at how safe it felt. Converted skeptic. The car brakes too hard sometimes, especially at yellow lights. Jerky stops.",13,Phoenix,safety_trust,254
2025-05-14,3,The defensive driving is excellent. The car gives cyclists extra space automatically. Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,11,San Francisco,safety_trust,255
2025-05-14,5,Life-changing service for someone who can't drive. Thank you Waymo!,2,Phoenix,general_experience,256
2025-05-14,3,Had to cancel after waiting 18 minutes. No cars available apparently. Prices have gone up a lot recently. It used to be much more affordable.,0,Phoenix,wait_times,257
2025-05-14,5,Love that there's no surge pricing. The predictable fares are a huge plus. Pricing is fair and often cheaper than Uber during surge times.,13,San Francisco,pricing,258
2025-05-14,5,The consistency is what I love most. Every ride is the same great quality.,10,Los Angeles,general_experience,259
2025-05-14,5,"No tipping awkwardness and the pricing is transparent. Win-win. Please expand to more cities! I want this everywhere, not just SF and Phoenix.",11,San Francisco,pricing,260
2025-05-15,4,Wait time has gotten so much better in the last few months. Usually under 5 min now.,12,San Francisco,wait_times,261
2025-05-15,4,Was nervous at first but after 50+ rides I trust the technology completely.,2,Phoenix,safety_trust,262
2025-05-15,2,The biggest issue is reliability of pickup times. I've been burned too many times.,5,San Francisco,wait_times,263
2025-05-15,5,Wait time has gotten so much better in the last few months. Usually under 5 min now.,11,Phoenix,wait_times,264
2025-05-15,5,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,1,Phoenix,ride_smoothness,265
2025-05-15,5,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",10,Los Angeles,ride_smoothness,266
2025-05-16,2,The car seemed to struggle with speed bumps and rough road surfaces.,1,Phoenix,ride_smoothness,267
2025-05-16,3,The GPS location for pickup is often off by half a block. Confusing. Best rideshare experience available. The novelty never wears off.,1,Phoenix,app_experience,268
2025-05-16,1,The holiday pricing was outrageous. Nearly double what I normally pay.,0,Los Angeles,pricing,269
2025-05-16,4,My elderly mother uses it and feels safe. That says a lot about the trust factor.,3,Phoenix,safety_trust,270
2025-05-16,5,Life-changing service for someone who can't drive. Thank you Waymo!,22,Los Angeles,general_experience,271
2025-05-16,2,Prices have gone up a lot recently. It used to be much more affordable.,18,San Francisco,pricing,272
2025-05-16,5,Quick pickup even during evening rush. Really improving on availability. The estimated arrival time was accurate. Car showed up right on time.,13,San Francisco,wait_times,273
2025-05-16,5,The driving quality is outstanding. Handles highway merges and city traffic beautifully.,1,Phoenix,ride_smoothness,274
2025-05-16,5,Trust in the technology has grown with every ride. Now I prefer it over human drivers.,13,San Francisco,safety_trust,275
2025-05-17,4,"Car arrived in under 3 minutes! Faster than any Uber I've ordered. The future is here and it's amazing. Clean car, no awkward conversation, perfect ride.",16,San Francisco,wait_times,276
2025-05-17,5,Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,3,Phoenix,ride_smoothness,277
2025-05-17,1,The holiday pricing was outrageous. Nearly double what I normally pay. Ride was choppy in construction zones. The car kept stopping and starting.,0,San Francisco,pricing,278
2025-05-17,5,Great value for the ride quality you get. Worth every penny.,3,Phoenix,pricing,279
2025-05-17,2,Can't use it for my daily commute because my office is outside the service area.,1,San Francisco,coverage_area,280
2025-05-17,5,The consistency is what I love most. Every ride is the same great quality. Consistently smooth rides. The car navigates complex intersections with ease.,14,Phoenix,general_experience,281
2025-05-17,4,"After 100+ rides, I can say this is the most reliable transportation option I have.",7,Phoenix,general_experience,282
2025-05-18,2,"Can never get a car when I actually need one. Wait times need serious improvement. Getting expensive. For the wait times I deal with, the price doesn't feel worth it.",17,Los Angeles,wait_times,283
2025-05-18,3,Quick pickup even during evening rush. Really improving on availability.,4,Los Angeles,wait_times,284
2025-05-18,2,The coverage map is confusing and the boundaries keep changing.,9,San Francisco,coverage_area,285
2025-05-18,4,"5 stars! Every ride has been great. Clean cars, smooth rides, futuristic experience.",8,San Francisco,general_experience,286
2025-05-18,2,"Getting expensive. For the wait times I deal with, the price doesn't feel worth it. The availability is terrible during rush hour. Had to wait over 20 minutes twice.",3,San Francisco,pricing,287
2025-05-18,4,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,11,San Francisco,wait_times,288
2025-05-18,4,Cheaper than I expected for an autonomous car ride. Very competitive pricing. The coverage map is confusing and the boundaries keep changing.,9,San Francisco,pricing,289
2025-05-18,5,Pricing is fair and often cheaper than Uber during surge times.,1,San Francisco,pricing,290
2025-05-19,2,The wait times are ridiculous in my area. 15-20 minutes every single time.,36,San Francisco,wait_times,291
2025-05-19,2,Lots of unnecessary lane changes that made the ride feel less smooth than expected.,11,Phoenix,ride_smoothness,292
2025-05-19,3,Not bad but not great either. Inconsistent experience depending on time of day. The car accelerated really aggressively merging onto the freeway. Uncomfortable.,2,Phoenix,general_experience,293
2025-05-19,1,Wish they would expand to the suburbs. I can only use it in the city center.,18,Phoenix,coverage_area,294
2025-05-19,4,Silky smooth ride every time. The car is so gentle with acceleration and braking.,39,San Francisco,ride_smoothness,295
2025-05-19,2,Lots of unnecessary lane changes that made the ride feel less smooth than expected. Silky smooth ride every time. The car is so gentle with acceleration and braking.,3,San Francisco,ride_smoothness,296
2025-05-19,4,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",5,San Francisco,ride_smoothness,297
2025-05-19,1,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,11,San Francisco,wait_times,298
2025-05-20,1,Can't use it for my daily commute because my office is outside the service area.,7,Los Angeles,coverage_area,299
2025-05-20,1,The biggest issue is reliability of pickup times. I've been burned too many times.,14,Phoenix,wait_times,300
2025-05-20,3,Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,13,Phoenix,safety_trust,301
2025-05-20,3,The wait times are ridiculous in my area. 15-20 minutes every single time.,5,San Francisco,wait_times,302
2025-05-20,4,"Converted my whole family to Waymo. We barely use regular rideshare anymore. Getting expensive. For the wait times I deal with, the price doesn't feel worth it.",9,Phoenix,general_experience,303
2025-05-20,2,Service area is still too small. Half my regular destinations aren't covered.,24,Los Angeles,coverage_area,304
2025-05-20,5,The 360 sensors catch things a human driver would miss. Feels very secure.,20,Phoenix,safety_trust,305
2025-05-21,2,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,0,San Francisco,wait_times,306
2025-05-21,1,Waited 25 minutes for a pickup. This is my biggest complaint with the service.,8,Los Angeles,wait_times,307
2025-05-21,5,No tipping awkwardness and the pricing is transparent. Win-win.,13,Los Angeles,pricing,308
2025-05-21,1,The car got confused by a delivery truck double-parked. Just sat there for 2 minutes.,20,San Francisco,safety_trust,309
2025-05-21,5,The app is clean and easy to use. Love being able to track the car in real-time.,30,Phoenix,app_experience,310
2025-05-21,1,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,11,Phoenix,wait_times,311
2025-05-21,5,Amazing technology. I tell everyone about Waymo. It's truly impressive.,25,San Francisco,general_experience,312
